id,author,content,timestamp,attachments
1222255861699969065,feinez_,"Buenas tardes, que debería tildar para instalar IntelliJ correctamente.",2024-03-26T18:48:25.845Z,['images/1222255861699969065_image.png']
1222291696927379587,feinez_,Gracias,2024-03-26T21:10:49.629Z,[]
1222993945144066210,mar.gerez,"Hola, en la consigna dice los tres puntos.",2024-03-28T19:41:18.651Z,['images/1222993945144066210_image.png']
1223008451421012130,yaaaneel,Perfecto profe! Gracias!!,2024-03-28T20:38:57.217Z,[]
1223023329145917590,ivanabete,"Perfecto, ahora sí. Muchas gracias.",2024-03-28T21:38:04.343Z,[]
1223058878413930567,garita,"Buenas! Qué herramienta es más recomendable, StarUML o PlantUML?",2024-03-28T23:59:19.949Z,[]
1223061551225901126,garita,Buenísimo. Muchas gracias!,2024-03-29T00:09:57.197Z,[]
1223321532311273604,facundopiaggio,Buenas tomi! fijate la version de maven con: mvn -version,2024-03-29T17:23:01.518Z,[]
1223322351177961554,tomipodo,"Buenas, tengo esta versión",2024-03-29T17:26:16.751Z,['images/1223322351177961554_image.png']
1223327664501424168,shuko97,"ahh oka, gracias",2024-03-29T17:47:23.546Z,[]
1223330338688995338,shuko97,no me aparece para marcar esa carpeta para testing,2024-03-29T17:58:01.122Z,[]
1223377170693488752,juampi_gal,Siisi me vino perfecto eso q mandaste gracias,2024-03-29T21:04:06.742Z,[]
1223397373242511431,few_de_kot,"Sí, es IntelliJ",2024-03-29T22:24:23.405Z,[]
1223398763674992664,few_de_kot,"Ah ok, perfecto. Muchas gracias!",2024-03-29T22:29:54.910Z,[]
1223477393847619699,lucassaclier,"Buenas!, molesto con una consulta, mas o",2024-03-30T03:42:21.804Z,[]
1223669608951709726,alyster2000,Buenisimo gracias!,2024-03-30T16:26:09.456Z,[]
1223670113144803409,aylenmsandoval,"Buenas! Sí, no hay esa distinción en este caso 😃",2024-03-30T16:28:09.665Z,[]
1223675307459084392,shuko97,está todo ok?,2024-03-30T16:48:48.086Z,[]
1223675996985884803,feinez_,Gracias 😁,2024-03-30T16:51:32.482Z,[]
1223684267381625016,juampi_gal,"Nop, ya hice eso y no funciona",2024-03-30T17:24:24.298Z,[]
1223781378504786040,feinez_,no me lo permitía.,2024-03-30T23:50:17.394Z,[]
1223782797714395169,yaaaneel,Gracias profe!,2024-03-30T23:55:55.760Z,[]
1223787016014004274,ivanabete,Gracias profe!,2024-03-31T00:12:41.481Z,[]
1223790266951929982,toumix.,Dale Tomás! Si al menos te figura la,2024-03-31T00:25:36.565Z,[]
1224021424302329966,fede_silva,"Buenas, está disponible el repositorio del ejercicio del seminario?",2024-03-31T15:44:08.772Z,[]
1224023324708049058,fede_silva,Gracias!!,2024-03-31T15:51:41.864Z,[]
1224035151600812062,canematico,"Perfecto, muchas gracias!",2024-03-31T16:38:41.615Z,[]
1224107221575663797,luc1lopez,"muchas gracias, ahi pude",2024-03-31T21:25:04.436Z,[]
1224376140521803867,aylenmsandoval,Buenas! ¿Qué error te aparece?,2024-04-01T15:13:39.709Z,[]
1224425321189605479,totomartinez02,"Buenas! No, no es necesario",2024-04-01T18:29:05.294Z,[]
1224475124317683733,terrii_.,"ahi esta, muchas gracias",2024-04-01T21:46:59.285Z,[]
1224476026868863037,luc1lopez,muchas gracias y perdon las molestias,2024-04-01T21:50:34.470Z,[]
1224476160839258112,facundopiaggio,No hay problema!! 👌,2024-04-01T21:51:06.411Z,[]
1224477020382302328,yaaaneel,Muchas gracias!!,2024-04-01T21:54:31.342Z,[]
1224528020841300010,alyster2000,"buenisimo, gracias",2024-04-02T01:17:10.799Z,[]
1224718864684679230,ryan129623,Si no veo mal falta el constructor de materia,2024-04-02T13:55:31.517Z,[]
1224720644642570291,dhem_yoko,"Ahi vaaa, muchisimas gracias!!",2024-04-02T14:02:35.892Z,[]
1224794476619235459,terrii_.,Muchas gracias Aylen por aclararme la duda.,2024-04-02T18:55:58.807Z,[]
1224813136033611917,hartz8001,"Dale, gracias",2024-04-02T20:10:07.558Z,[]
1224814562138914993,hartz8001,"No lo es realmente, solo los use para los tests",2024-04-02T20:15:47.568Z,[]
1224817040221671568,facundopiaggio,Si! Como PNG esta perfecto 👌,2024-04-02T20:25:38.389Z,[]
1224873055910891661,canematico,"Ah perfecto, gracias!",2024-04-03T00:08:13.570Z,[]
